TIME,Capacity (Pcs/Min),,,Accumulate (Pcs/Day),,,,,,,,,,,,,,,,,
(hh:mm:ss),ALL,LINE 4,LINE 5,ALL,LINE 4,LINE 5,,,,,,,,,,,,,,,
13:55:00,0,0,0,24,10,14,,,,,,,,,,,,,,,
13:56:00,0,0,0,24,10,14,,,,,,,,,,,,,,,
13:57:00,6,3,3,39,18,21,,,,,,,,,,,,,,,
13:58:00,6,3,3,39,18,21,,,,,,,,,,,,,,,
13:59:00,0,0,0,43,20,23,,,,,,,,,,,,,,,
14:00:00,0,0,0,43,20,23,,,,,,,,,,,,,,,
14:01:00,0,0,0,5,3,2,,,,,,,,,,,,,,,
14:02:00,0,0,0,39,19,20,,,,,,,,,,,,,,,
14:03:00,0,0,0,39,19,20,,,,,,,,,,,,,,,
14:04:00,0,0,0,39,19,20,,,,,,,,,,,,,,,
14:05:00,8,5,3,57,29,28,,,,,,,,,,,,,,,
14:06:00,15,8,7,97,51,46,,,,,,,,,,,,,,,
14:07:00,0,0,0,105,53,52,,,,,,,,,,,,,,,
14:08:00,0,0,0,105,53,52,,,,,,,,,,,,,,,
14:09:00,0,0,0,105,53,52,,,,,,,,,,,,,,,
14:10:00,0,0,0,105,53,52,,,,,,,,,,,,,,,
14:11:00,0,0,0,105,53,52,,,,,,,,,,,,,,,
14:12:00,0,0,0,105,53,52,,,,,,,,,,,,,,,
14:13:00,0,0,0,105,53,52,,,,,,,,,,,,,,,
14:14:00,0,0,0,105,53,52,,,,,,,,,,,,,,,
14:15:00,0,0,0,105,53,52,,,,,,,,,,,,,,,
14:16:00,31,18,13,136,71,65,,,,,,,,,,,,,,,
14:17:00,7,3,4,178,91,87,,,,,,,,,,,,,,,
14:18:00,12,7,5,216,111,105,,,,,,,,,,,,,,,
14:19:00,13,7,6,249,127,122,,,,,,,,,,,,,,,
14:20:00,10,4,6,281,143,138,,,,,,,,,,,,,,,
14:21:00,2,1,1,307,156,151,,,,,,,,,,,,,,,
14:22:00,7,2,5,345,174,171,,,,,,,,,,,,,,,
14:23:00,7,2,5,379,191,188,,,,,,,,,,,,,,,
14:24:00,3,1,2,407,205,202,,,,,,,,,,,,,,,
14:25:00,8,4,4,448,226,222,,,,,,,,,,,,,,,
14:26:00,5,2,2,477,240,236,,,,,,,,,,,,,,,
14:27:00,4,2,2,510,257,253,,,,,,,,,,,,,,,
14:28:00,32,16,16,538,271,267,,,,,,,,,,,,,,,
14:29:00,3,2,1,575,290,285,,,,,,,,,,,,,,,
14:30:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:31:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:32:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:33:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:34:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:35:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:36:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:37:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:38:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:39:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:40:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:41:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:42:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:43:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:44:00,0,0,0,577,290,287,,,,,,,,,,,,,,,
14:45:00,7,3,4,584,293,291,,,,,,,,,,,,,,,
14:46:00,29,14,15,622,312,310,,,,,,,,,,,,,,,
14:47:00,25,12,13,654,328,326,,,,,,,,,,,,,,,
14:48:00,26,13,13,688,345,343,,,,,,,,,,,,,,,
14:49:00,18,9,9,714,358,356,,,,,,,,,,,,,,,
14:50:00,18,9,9,714,358,356,,,,,,,,,,,,,,,
14:51:00,18,9,9,714,358,356,,,,,,,,,,,,,,,
14:52:00,25,12,13,822,412,410,,,,,,,,,,,,,,,
14:53:00,17,8,9,848,425,423,,,,,,,,,,,,,,,
15:22:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:23:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:24:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:25:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:26:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:27:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:28:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:29:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:30:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:31:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:32:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:33:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:34:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:35:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:36:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:37:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:38:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:39:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:40:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:41:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:42:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:43:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:44:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:45:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:46:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:47:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:48:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:49:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:50:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:51:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:52:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:53:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:54:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:55:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:56:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:57:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:58:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
15:59:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:00:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:01:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:02:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:03:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:04:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:05:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:06:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:07:02,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:08:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:09:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:10:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:11:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:12:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:13:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:14:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:15:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:16:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:17:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:18:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:19:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:20:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:22:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:23:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:24:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:25:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:26:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:27:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:28:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:29:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:30:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:31:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:32:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:33:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:34:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:35:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:36:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:37:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:38:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:39:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:40:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:41:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:42:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:43:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:44:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:45:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:46:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:47:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:48:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:49:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:50:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
16:51:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
