Request State,TTR(hr),Machine ID,Machine Name,Request ID,Requester,WO ID,Description,Location,JobTrade,JobTypeId,WorkerG,Worker,Priority
Finished,7 hr 57 min,ENWA-240009,Producton Low Risk,MNT-00004480,1900175,WRKO-00005346,ตรวจสอบเครื่องrobot coupeมอเตอร์ร้อน ทำให้เครื่องดับ ฝั่งดิบ,Work Area,Production Machine,Inspection,ENG,"",4
Finished,63 hr 54 min,ENWA-240009,Producton Low Risk,MNT-00004481,1900175,WRKO-00005347,แก้ไขสนิมอ่างล้างมือทางเข้าไลน์ Low risk 3 อ่าง,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,215 hr 32 min,ENWA-240009,Producton Low Risk,MNT-00004482,1900175,WRKO-00005348,แก้ไขฝาครอบหลอดไฟห้องหุงข้าว ชำรุด ฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004484,1900175,WRKO-00005350,ใส่น็อตยึดรถTrolley ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004485,1900175,WRKO-00005351,เชื่อมตะกร้อ 2อัน ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,8 hr 44 min,ENWA-240009,Producton Low Risk,MNT-00004490,1900175,WRKO-00005358,แก้ไขตัวล็อคตู้น้ำแข็ง ปิดล็อคไม่ได้ ฝั่งดิบ,Work Area,Production Machine,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004491,1900175,WRKO-00005359,ไขน๊อตเครื่องหั่นผัก น็อตหลุดออกจากตัวยึดสายพาน ฝั่งดิบ,Work Area,Production Machine,Inspection,ENG,"",4
Finished,18 hr 21 min,ENWA-240009,Producton Low Risk,MNT-00004492,1900175,WRKO-00005360,แก้ไขน้ำไหลลงมาจากช่องดูดอากาศช่องรองเท้าบูทฝั่งดิบ,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,1 hr 20 min,ENWA-240009,Producton Low Risk,MNT-00004493,1900175,WRKO-00005361,เชื่อมตะกร้อ 3 อัน ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,2 hr 42 min,ENWA-240009,Producton Low Risk,MNT-00004496,1900175,WRKO-00005364,แก้ไขรถตู้Combi รางใส่ถาดชำรุด ฝั่งดิบ,Work Area,Production Machine,Inspection,ENG,"",4
Finished,16 hr 6 min,ENWA-240009,Producton Low Risk,MNT-00004500,1900175,WRKO-00005368,เชื่อมตะกร้อ 2 อัน ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,165 hr 19 min,ENWA-240009,Producton Low Risk,MNT-00004501,1900175,WRKO-00005369,แก้ไขพื้นตรงทางเดิน เอาของเข้าตู้ STEAM BOX ฝั่งดิบ,Work Area,ฺBuilding,Inspection,ENG,"",4
