,INFEED CONVEYER,,,,,,,,,,,,,,OUTFEED CONVEYER,,,,,,,
TIME,Capacity (Pcs/Min),,,Accumulate (Pcs/Day),,,,Belt Speed (Hz),,,,,,Operation time,Accumulate,Belt Speed (Hz),,,,,,
(hh:mm:ss),ALL,LINE 2,LINE 3,ALL,LINE 2,LINE 3,FREEZER CAPACITY,M04A,M04B,M07,M08,M09,M10,Hr.,Pcs/Day,M11,M12,M13,,,,
14:42:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:43:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:44:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:45:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:46:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:47:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:48:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:49:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:50:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:51:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:52:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:53:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:54:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:55:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:56:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:57:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:58:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:59:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:00:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:01:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:02:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:03:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:04:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:05:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:06:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:07:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:08:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:09:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:10:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:11:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:12:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:13:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:14:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:15:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:16:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:17:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:18:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:19:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:20:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:21:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:22:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:23:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:24:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:25:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:26:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:27:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:28:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:29:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:30:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:31:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:32:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:33:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:34:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:35:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:36:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:37:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:38:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:39:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:40:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:41:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:42:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:43:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:44:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:45:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:46:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:47:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:48:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:49:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:50:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:51:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:52:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:53:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:54:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:55:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:56:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:57:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:58:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
15:59:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:00:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:01:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:02:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:03:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:04:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:05:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:06:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:07:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:08:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:09:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:10:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:11:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:12:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:13:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:14:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:15:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:16:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:17:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:18:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:19:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:20:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:21:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:22:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:23:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:24:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:25:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:26:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:27:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:28:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:29:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:30:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:31:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:32:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:33:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:34:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:35:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:36:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:37:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:38:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:39:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:40:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:41:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:42:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:43:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:44:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:45:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:46:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
16:47:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
